customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
3558-['E' 'O' 'N' 'Z' 'Z'];Female;0;Yes;No;48;Yes;Yes;DSL;No;No internet service;No;No;No;No;Month-to-month;Yes;Electronic check;31,94;1533,53;No
9059-['X' 'K' 'Z' 'Q' 'R'];Female;1;Yes;No;26;No;No phone service;Fiber optic;No;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);87,7;2259,17;No
2535-['N' 'E' 'G' 'U' 'G'];Male;0;Yes;No;59;No;No phone service;DSL;No internet service;No;Yes;No;No internet service;No internet service;One year;No;Bank transfer (automatic);54,13;3183,87;No
9270-['L' 'U' 'L' 'H' 'H'];Male;1;No;No;20;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);94,07;1893,86;No
2239-['T' 'L' 'N' 'R' 'D'];Male;0;Yes;No;58;Yes;Yes;DSL;No internet service;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);31,62;1833,72;No
3772-['F' 'B' 'J' 'O' 'A'];Male;0;Yes;No;32;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);41,67;1322,78;No
5484-['C' 'B' 'L' 'L' 'B'];Male;1;No;Yes;52;No;No phone service;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);105,93;5521,05;Yes
7798-['Y' 'Z' 'I' 'W' 'N'];Male;1;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Electronic check;29,49;1009,89;No
1648-['C' 'Q' 'W' 'R' 'D'];Male;0;Yes;No;4;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);52,84;196,8;No
8644-['L' 'B' 'Y' 'B' 'M'];Female;0;No;No;17;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Electronic check;40,05;680,01;Yes
4913-['I' 'B' 'N' 'K' 'Y'];Male;1;Yes;No;53;Yes;Yes;Fiber optic;No;No;No internet service;No;No;No;Two year;No;Mailed check;87,75;4655,38;No
4169-['V' 'I' 'T' 'M' 'V'];Female;0;Yes;No;35;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;99,06;3463,13;Yes
6229-['B' 'B' 'P' 'C' 'Y'];Female;0;No;No;29;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Bank transfer (automatic);70,8;2052,72;Yes
8354-['O' 'B' 'E' 'K' 'F'];Female;0;Yes;No;46;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);29,53;1369,99;Yes
6991-['D' 'J' 'N' 'Q' 'P'];Male;0;Yes;Yes;33;Yes;No;Fiber optic;No;No;No;No;No;Yes;Two year;Yes;Credit card (automatic);64,26;2113,28;No
8322-['N' 'B' 'S' 'F' 'R'];Female;1;No;Yes;25;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;One year;No;Bank transfer (automatic);84,75;2124,84;No
6229-['I' 'Q' 'A' 'M' 'T'];Male;0;No;Yes;39;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;67,52;2639,58;Yes
8602-['N' 'B' 'B' 'S' 'R'];Male;0;Yes;No;26;Yes;No;DSL;No;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);67,8;1764,05;No
6788-['G' 'U' 'T' 'O' 'R'];Male;0;No;No;39;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);90,61;3552,67;Yes
8173-['O' 'A' 'E' 'X' 'G'];Male;0;No;Yes;38;Yes;No;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Mailed check;47,87;1817,31;No
4916-['F' 'E' 'J' 'N' 'P'];Male;1;Yes;No;7;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Two year;Yes;Electronic check;56,45;392,35;No
4248-['K' 'N' 'W' 'Q' 'M'];Male;0;Yes;Yes;30;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;22,8;691,08;Yes
4665-['S' 'T' 'Z' 'U' 'J'];Female;0;Yes;Yes;26;Yes;No phone service;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;45,04;1167;No
3985-['Z' 'O' 'A' 'F' 'J'];Female;0;No;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);38,61;2357,46;No
2458-['W' 'E' 'D' 'J' 'J'];Female;0;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;39,34;1325,02;Yes
4219-['F' 'R' 'K' 'Z' 'Q'];Male;0;No;No;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25,08;1604,92;Yes
5828-['R' 'K' 'R' 'M' 'G'];Male;0;Yes;No;19;Yes;No;Fiber optic;Yes;No;No internet service;No;No;No;Month-to-month;No;Credit card (automatic);31,48;596,9;No
3891-['G' 'Z' 'R' 'M' 'H'];Female;1;No;No;0;Yes;No;DSL;No;No internet service;No internet service;No;No;No;One year;Yes;Credit card (automatic);72,46;0;No
6498-['U' 'V' 'T' 'P' 'I'];Female;0;No;No;53;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;61,81;3274,17;Yes
1384-['L' 'I' 'W' 'A' 'R'];Female;0;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);59,93;1727,61;No
4221-['I' 'E' 'R' 'P' 'D'];Female;0;Yes;No;55;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;89,7;4950,49;No
4198-['M' 'J' 'H' 'J' 'C'];Female;0;Yes;Yes;18;Yes;No;DSL;No;No;No internet service;No;No internet service;Yes;Two year;Yes;Bank transfer (automatic);32,78;576,45;No
1344-['T' 'Y' 'R' 'A' 'B'];Female;0;No;No;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;92,06;1009,24;No
8954-['R' 'L' 'T' 'U' 'B'];Female;0;No;Yes;50;Yes;No;Fiber optic;Yes;Yes;No internet service;Yes;No;No;Two year;Yes;Mailed check;94,14;4705,7;Yes
8456-['Q' 'B' 'J' 'E' 'O'];Male;0;Yes;No;60;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);77,03;4625,07;No
7344-['Q' 'X' 'Z' 'H' 'F'];Female;0;No;Yes;55;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);102,13;5602,37;Yes
1654-['N' 'T' 'U' 'A' 'Y'];Female;0;No;No;28;Yes;No;Fiber optic;No;No;No;No internet service;No;No;Month-to-month;Yes;Credit card (automatic);54,32;1520,3;No
6664-['I' 'H' 'P' 'E' 'K'];Female;0;No;No;34;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);105,98;3575,4;No
7288-['Z' 'P' 'U' 'W' 'I'];Male;0;Yes;No;29;Yes;No;DSL;No;No;No internet service;No;No;No;Two year;Yes;Bank transfer (automatic);89,23;2600,22;Yes
1874-['X' 'G' 'R' 'E' 'T'];Female;0;Yes;No;58;Yes;Yes;Fiber optic;No;No internet service;No;Yes;No;No;Month-to-month;Yes;Mailed check;27,34;1589,61;Yes
9927-['Y' 'P' 'Q' 'A' 'J'];Female;0;No;Yes;27;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No internet service;One year;No;Credit card (automatic);101,67;2732,67;No
2165-['R' 'B' 'N' 'C' 'E'];Female;0;Yes;No;63;Yes;Yes;DSL;No internet service;No;No internet service;No;No;No;Month-to-month;Yes;Credit card (automatic);118,14;7436,23;Yes
2160-['C' 'T' 'X' 'G' 'B'];Male;0;Yes;No;35;Yes;No;DSL;No;Yes;No;No;No internet service;No;Month-to-month;No;Credit card (automatic);70,04;2438,84;No
1081-['J' 'M' 'O' 'I' 'R'];Female;0;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Credit card (automatic);40,08;2724,19;No
6733-['A' 'R' 'G' 'C' 'B'];Male;0;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;82,11;4995,16;No
4585-['X' 'Z' 'F' 'K' 'J'];Female;0;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);51,51;2273,65;Yes
9412-['E' 'B' 'T' 'D' 'M'];Female;0;No;Yes;20;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);79,34;1595,89;Yes
1433-['L' 'T' 'K' 'H' 'U'];Male;0;No;No;46;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);67,88;3121,51;Yes
5826-['L' 'F' 'S' 'L' 'M'];Male;0;No;No;46;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Mailed check;33,37;1539,98;Yes
3693-['H' 'R' 'Z' 'Y' 'A'];Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;57,49;158,04;Yes
8961-['P' 'M' 'S' 'W' 'O'];Female;0;No;No;26;Yes;No phone service;DSL;No;No;No internet service;Yes;No;Yes;Month-to-month;No;Credit card (automatic);75,28;1968,69;No
2141-['X' 'G' 'K' 'K' 'X'];Male;1;No;Yes;13;Yes;No;Fiber optic;No;No internet service;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);87,3;1152,02;Yes
8632-['W' 'W' 'K' 'T' 'E'];Male;0;No;No;59;Yes;No;DSL;No internet service;No internet service;Yes;No;No;No;Month-to-month;Yes;Mailed check;27,71;1637,3;No
7680-['D' 'O' 'L' 'U' 'U'];Male;0;No;Yes;24;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);76,75;1832,86;No
6124-['B' 'M' 'O' 'M' 'S'];Male;0;Yes;No;11;No;No phone service;DSL;No;Yes;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);106,41;1186,16;No
6722-['U' 'O' 'E' 'I' 'F'];Male;0;No;Yes;59;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;118,96;7008;Yes
8727-['D' 'G' 'J' 'P' 'F'];Female;0;No;No;49;Yes;No phone service;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;113,44;5566,25;No
9221-['V' 'B' 'P' 'Z' 'Z'];Female;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;71,16;4775,79;Yes
1208-['E' 'A' 'K' 'N' 'U'];Male;0;Yes;No;0;Yes;Yes;DSL;No;No;No;Yes;No;No;Two year;Yes;Credit card (automatic);34,84;0;No
2468-['F' 'G' 'V' 'Z' 'G'];Female;0;No;Yes;56;Yes;No;DSL;No;Yes;No;No internet service;No;No internet service;Two year;Yes;Credit card (automatic);108,31;6070,19;Yes
5717-['U' 'Z' 'M' 'F' 'O'];Male;1;Yes;Yes;17;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;68,19;1149,83;No
9428-['N' 'N' 'N' 'T' 'O'];Female;0;Yes;No;52;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);32,14;1652,98;No
7210-['U' 'A' 'N' 'K' 'C'];Female;1;Yes;No;49;Yes;No;Fiber optic;No;No internet service;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);87,45;4272,3;No
4482-['G' 'Q' 'K' 'O' 'W'];Female;1;No;No;15;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;102,3;1548,62;Yes
5646-['N' 'T' 'Y' 'X' 'V'];Male;0;Yes;No;2;No;No phone service;Fiber optic;No internet service;No;Yes;No;No;Yes;One year;Yes;Credit card (automatic);105,29;205,32;No
8357-['V' 'S' 'F' 'G' 'M'];Female;0;Yes;No;6;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;21,92;119,64;No
7910-['X' 'X' 'G' 'T' 'Z'];Female;0;No;Yes;41;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Mailed check;38,06;1568,72;No
8526-['D' 'O' 'Z' 'N' 'D'];Female;0;Yes;No;56;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);95,85;5370,45;No
4869-['R' 'Q' 'W' 'D' 'G'];Female;0;No;Yes;19;Yes;Yes;Fiber optic;No;No;No internet service;No internet service;No;No;Month-to-month;No;Electronic check;108,47;2055,8;Yes
1712-['R' 'B' 'X' 'N' 'V'];Male;0;Yes;No;56;Yes;No;DSL;Yes;Yes;Yes;No internet service;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);63,67;3574,62;No
6785-['B' 'W' 'O' 'A' 'F'];Male;0;No;No;16;Yes;No;Fiber optic;No internet service;No;Yes;No internet service;No;Yes;One year;Yes;Bank transfer (automatic);95,12;1519,12;No
9504-['P' 'X' 'C' 'Q' 'M'];Male;0;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);90,22;3153,97;No
7216-['H' 'R' 'T' 'C' 'N'];Male;1;Yes;No;0;Yes;No;Fiber optic;No;No;No;No internet service;Yes;No;Month-to-month;No;Bank transfer (automatic);63,64;14,61;No
9614-['F' 'D' 'C' 'A' 'X'];Female;0;No;No;36;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);62,23;2238,07;Yes
2349-['M' 'C' 'S' 'R' 'W'];Male;0;Yes;Yes;50;Yes;No;DSL;No internet service;No;No internet service;Yes;No internet service;No internet service;Month-to-month;Yes;Electronic check;107,17;5357;Yes
8894-['M' 'P' 'G' 'O' 'E'];Female;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;117,82;6712,95;Yes
6931-['C' 'D' 'D' 'X' 'Z'];Male;1;No;No;17;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);108,94;1855,25;No
8543-['Q' 'F' 'W' 'Z' 'L'];Female;0;No;No;42;Yes;Yes;Fiber optic;No internet service;No;Yes;No;No;No;One year;No;Bank transfer (automatic);44,24;1851,85;No
5168-['T' 'A' 'N' 'Q' 'M'];Female;1;Yes;No;12;Yes;No;Fiber optic;No;No;Yes;No internet service;No;Yes;Month-to-month;No;Bank transfer (automatic);51,79;606,83;Yes
3146-['W' 'O' 'P' 'H' 'X'];Female;0;Yes;No;34;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Two year;No;Electronic check;116,03;3951,43;No
8490-['G' 'X' 'U' 'M' 'B'];Male;0;No;No;35;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);54,49;1907,71;Yes
2151-['O' 'J' 'T' 'I' 'W'];Female;0;No;No;34;Yes;Yes;Fiber optic;No;Yes;Yes;No;No internet service;Yes;Two year;Yes;Electronic check;108,52;3692,99;No
2362-['N' 'W' 'C' 'O' 'E'];Male;0;No;No;3;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);107,28;320,75;No
3599-['B' 'P' 'B' 'G' 'R'];Male;0;No;Yes;5;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;101,37;512,02;No
4192-['P' 'J' 'D' 'T' 'E'];Male;1;Yes;No;0;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;73,22;8,17;Yes
9272-['A' 'B' 'H' 'H' 'R'];Male;0;No;Yes;53;Yes;No;Fiber optic;No;No internet service;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);41,22;2171,83;No
4417-['C' 'S' 'F' 'H' 'F'];Female;0;No;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);74,39;2451,03;No
8733-['F' 'A' 'R' 'N' 'E'];Female;0;Yes;No;62;No;No phone service;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;108,26;6712,88;No
4470-['L' 'W' 'C' 'L' 'O'];Female;0;Yes;No;65;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;77,6;5049,64;Yes
1382-['M' 'D' 'P' 'X' 'A'];Female;0;No;Yes;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);75,97;1063,5;No
4740-['G' 'O' 'C' 'G' 'L'];Female;0;Yes;No;58;Yes;No;DSL;No;No;No;No internet service;No;Yes;Month-to-month;No;Electronic check;71,52;4149,3;Yes
8603-['V' 'A' 'Q' 'E' 'I'];Male;0;No;No;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);39,71;1233,18;No
7864-['F' 'U' 'A' 'B' 'Y'];Male;0;Yes;Yes;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Two year;Yes;Electronic check;41,42;1104,28;No
1307-['V' 'D' 'I' 'T' 'L'];Male;0;No;Yes;0;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);62,85;1,71;No
1307-['Z' 'O' 'N' 'E' 'W'];Male;0;No;No;49;Yes;No phone service;Fiber optic;No internet service;Yes;No;No;No;No;Two year;No;Mailed check;113,28;5541,08;Yes
6765-['G' 'K' 'N' 'R' 'M'];Female;1;No;No;24;Yes;Yes;DSL;No internet service;No internet service;No;No;Yes;No;Month-to-month;No;Mailed check;88,07;2107,18;No
5322-['T' 'N' 'C' 'F' 'A'];Male;0;No;No;14;Yes;Yes;DSL;No;No internet service;No;No;No;No;One year;No;Electronic check;25,35;334,81;Yes
6865-['F' 'W' 'M' 'C' 'V'];Female;0;No;No;45;Yes;No phone service;DSL;No;No;No;No;No;Yes;Two year;No;Bank transfer (automatic);32,43;1463,06;No
4188-['M' 'H' 'J' 'P' 'D'];Male;0;No;Yes;8;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;97,92;777,63;Yes
3807-['B' 'G' 'D' 'T' 'G'];Female;0;Yes;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);108,73;7075,16;No
2359-['S' 'Y' 'V' 'M' 'T'];Male;0;No;No;20;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Mailed check;28,16;580,66;No
9631-['I' 'X' 'L' 'P' 'F'];Female;0;Yes;No;33;Yes;No;DSL;No;No internet service;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);58,85;1927,5;Yes
9372-['T' 'O' 'J' 'E' 'I'];Male;0;No;No;51;Yes;No;DSL;No;No;No;No;No internet service;No;Two year;No;Mailed check;112,97;5753,97;Yes
9398-['Y' 'N' 'L' 'V' 'R'];Female;1;No;No;72;Yes;Yes;DSL;No internet service;Yes;No;No;Yes;No;Month-to-month;No;Credit card (automatic);21,16;1520,61;No
4700-['E' 'W' 'R' 'X' 'V'];Male;0;No;No;0;Yes;Yes;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;68,72;5,85;Yes
3370-['V' 'E' 'I' 'L' 'F'];Female;1;No;No;20;Yes;No;DSL;No;No internet service;No;Yes;Yes;Yes;One year;Yes;Mailed check;36,56;737,94;No
6461-['D' 'E' 'O' 'M' 'K'];Male;0;Yes;Yes;26;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;74,75;1936,21;No
2390-['Y' 'F' 'M' 'E' 'I'];Female;0;No;No;30;Yes;No;DSL;No;No;No internet service;Yes;No internet service;No;One year;No;Bank transfer (automatic);116,3;3493,83;Yes
9431-['U' 'Z' 'W' 'A' 'I'];Male;0;Yes;Yes;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;109,19;3705,53;Yes
3208-['X' 'T' 'J' 'F' 'R'];Male;0;No;No;33;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;49,49;1636,75;No
3598-['L' 'H' 'S' 'W' 'B'];Male;0;Yes;No;47;No;No phone service;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;59,62;2803,12;Yes
3153-['L' 'R' 'Y' 'L' 'A'];Female;0;No;No;50;No;No phone service;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);56,05;2796,75;No
7153-['T' 'C' 'X' 'X' 'Y'];Female;0;No;No;32;No;No phone service;Fiber optic;No;No;Yes;No internet service;No;No;Month-to-month;Yes;Mailed check;42,8;1360,3;No
2401-['B' 'R' 'R' 'C' 'B'];Male;0;Yes;Yes;66;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54,25;3572,43;Yes
1100-['Q' 'H' 'Y' 'Z' 'U'];Male;0;Yes;No;60;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);91,96;5504,17;No
3917-['K' 'X' 'L' 'W' 'H'];Female;0;No;Yes;50;No;No phone service;DSL;Yes;No internet service;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);90,22;4516,44;Yes
4841-['J' 'N' 'O' 'H' 'E'];Male;0;No;No;22;Yes;No;DSL;No;No internet service;No;Yes;No internet service;No;Month-to-month;Yes;Electronic check;81,51;1792,97;No
7230-['A' 'D' 'O' 'O' 'W'];Male;0;No;Yes;3;No;No phone service;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,57;220,44;No
4733-['R' 'P' 'T' 'M' 'K'];Female;0;No;No;11;Yes;Yes;DSL;No internet service;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);98;1082,02;No
7460-['O' 'B' 'Y' 'D' 'B'];Male;0;No;Yes;9;Yes;Yes;Fiber optic;Yes;Yes;No internet service;No;No internet service;No;Month-to-month;Yes;Bank transfer (automatic);63,95;578,29;Yes
2557-['X' 'X' 'D' 'B' 'L'];Female;0;Yes;No;32;Yes;No;DSL;No;No internet service;No;Yes;No;No;One year;No;Bank transfer (automatic);33,2;1048,03;No
2690-['I' 'M' 'Q' 'V' 'F'];Male;0;Yes;No;35;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;109,78;3843,09;No
7790-['N' 'W' 'F' 'M' 'D'];Female;0;No;No;26;Yes;No phone service;DSL;Yes;No;Yes;No;No internet service;No;Month-to-month;No;Credit card (automatic);94,64;2472,4;Yes
1789-['H' 'N' 'E' 'D' 'X'];Male;0;No;Yes;71;Yes;Yes;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;20,83;1500,02;Yes
4204-['F' 'C' 'S' 'G' 'S'];Female;0;No;Yes;40;Yes;Yes;DSL;No;Yes;No internet service;No;No;No;Two year;Yes;Bank transfer (automatic);72,81;2922,11;No
7077-['R' 'J' 'U' 'S' 'I'];Female;0;Yes;No;9;Yes;No phone service;DSL;No;Yes;Yes;No;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);109,03;998,74;No
6092-['T' 'S' 'L' 'R' 'J'];Male;0;No;No;53;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);114,26;6056,55;No
7695-['P' 'A' 'B' 'S' 'D'];Male;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;One year;Yes;Credit card (automatic);95,28;404,09;No
1551-['T' 'F' 'M' 'Q' 'J'];Female;0;No;Yes;65;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;One year;Yes;Mailed check;100,03;6507,2;Yes
5390-['G' 'B' 'X' 'Y' 'W'];Male;0;Yes;No;53;Yes;No;DSL;No;No;No;No;No;No;Two year;Yes;Electronic check;29,01;1522,8;No
5620-['W' 'G' 'E' 'B' 'O'];Female;0;No;No;1;No;No phone service;Fiber optic;No;Yes;Yes;No;Yes;No internet service;Two year;No;Electronic check;25,86;45,5;No
1117-['N' 'N' 'O' 'J' 'W'];Female;0;Yes;Yes;49;Yes;No;DSL;No internet service;Yes;No;No;No;Yes;Month-to-month;No;Mailed check;40,51;1985,17;Yes
5593-['E' 'T' 'T' 'H' 'H'];Female;0;No;No;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;63,95;3788,94;No
1839-['Z' 'F' 'R' 'W' 'H'];Male;0;No;No;0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);75,27;21,48;No
3597-['I' 'D' 'W' 'Y' 'B'];Female;0;No;No;22;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);103,23;2268,27;Yes
7907-['K' 'I' 'N' 'J' 'D'];Male;0;Yes;Yes;11;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);118,75;1315,75;No
3528-['V' 'W' 'G' 'X' 'H'];Male;0;Yes;Yes;53;Yes;Yes;DSL;No internet service;Yes;No internet service;No;Yes;No internet service;Month-to-month;Yes;Bank transfer (automatic);60,28;3194,71;No
9395-['B' 'Q' 'W' 'H' 'U'];Female;0;No;No;36;No;No phone service;Fiber optic;No internet service;No;No;No internet service;No;No;Month-to-month;Yes;Credit card (automatic);104,27;3744,01;No
8405-['N' 'E' 'W' 'R' 'Y'];Male;0;Yes;No;21;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;71,56;1499,43;Yes
7830-['Y' 'Z' 'I' 'W' 'A'];Female;0;Yes;No;19;No;No phone service;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);114,91;2181,97;No
5256-['Z' 'X' 'P' 'Y' 'O'];Male;0;No;No;31;No;No phone service;Fiber optic;Yes;No;Yes;No;No internet service;No;One year;Yes;Mailed check;110,03;3392,76;Yes
4025-['K' 'O' 'M' 'Q' 'Y'];Female;0;No;Yes;32;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;23,73;748,08;No
8354-['H' 'E' 'O' 'K' 'M'];Male;1;No;No;44;Yes;No;DSL;No internet service;No internet service;No internet service;No internet service;No;Yes;One year;No;Mailed check;49,41;2193,82;No
4002-['B' 'W' 'Q' 'V' 'Z'];Male;0;No;No;36;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);102,48;3673,07;No
7169-['G' 'X' 'U' 'X' 'Y'];Female;0;Yes;Yes;46;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);102,78;4739,34;No
